"ref.date","yield.bid","price.bid","asset.code","matur.date"
2008-03-13,0.1316,962.14,"NTN-F 010710",2010-07-01
2008-03-14,0.1309,963.84,"NTN-F 010710",2010-07-01
2008-03-17,0.1322,962.04,"NTN-F 010710",2010-07-01
2008-03-18,0.1326,961.82,"NTN-F 010710",2010-07-01
2008-03-19,0.1313,964.55,"NTN-F 010710",2010-07-01
2008-03-20,0.1328,962.42,"NTN-F 010710",2010-07-01
2008-03-24,0.1329,962.72,"NTN-F 010710",2010-07-01
2008-03-25,0.1337,961.82,"NTN-F 010710",2010-07-01
2008-03-26,0.1344,961.09,"NTN-F 010710",2010-07-01
2008-03-27,0.1348,960.89,"NTN-F 010710",2010-07-01
2008-03-28,0.1345,961.88,"NTN-F 010710",2010-07-01
2008-03-31,0.1335,964.08,"NTN-F 010710",2010-07-01
2008-04-01,0.134,963.7,"NTN-F 010710",2010-07-01
2008-04-02,0.1333,965.38,"NTN-F 010710",2010-07-01
2008-04-03,0.1331,966.2,"NTN-F 010710",2010-07-01
2008-04-04,0.1325,967.71,"NTN-F 010710",2010-07-01
2008-04-07,0.1322,968.7,"NTN-F 010710",2010-07-01
2008-04-08,0.1331,967.64,"NTN-F 010710",2010-07-01
2008-04-09,0.133,968.29,"NTN-F 010710",2010-07-01
2008-04-10,0.1341,966.91,"NTN-F 010710",2010-07-01
2008-04-11,0.1338,967.9,"NTN-F 010710",2010-07-01
2008-04-14,0.1339,968.21,"NTN-F 010710",2010-07-01
2008-04-15,0.134,968.52,"NTN-F 010710",2010-07-01
2008-04-16,0.1346,968,"NTN-F 010710",2010-07-01
2008-04-17,0.134,969.49,"NTN-F 010710",2010-07-01
2008-04-18,0.1348,968.63,"NTN-F 010710",2010-07-01
2008-04-22,0.1366,966.12,"NTN-F 010710",2010-07-01
2008-04-23,0.1393,962.14,"NTN-F 010710",2010-07-01
2008-04-24,0.1376,965.45,"NTN-F 010710",2010-07-01
2008-04-25,0.1387,964.13,"NTN-F 010710",2010-07-01
2008-04-28,0.1383,965.28,"NTN-F 010710",2010-07-01
2008-04-29,0.1399,963.16,"NTN-F 010710",2010-07-01
2008-04-30,0.1401,963.33,"NTN-F 010710",2010-07-01
2008-05-02,0.1379,967.43,"NTN-F 010710",2010-07-01
2008-05-05,0.1359,971.21,"NTN-F 010710",2010-07-01
2008-05-06,0.1375,969.07,"NTN-F 010710",2010-07-01
2008-05-07,0.14,965.5,"NTN-F 010710",2010-07-01
2008-05-08,0.1419,962.93,"NTN-F 010710",2010-07-01
2008-05-09,0.1429,961.83,"NTN-F 010710",2010-07-01
2008-05-12,0.1445,959.78,"NTN-F 010710",2010-07-01
2008-05-13,0.1434,962.05,"NTN-F 010710",2010-07-01
2008-05-14,0.1433,962.72,"NTN-F 010710",2010-07-01
2008-05-15,0.1453,960.06,"NTN-F 010710",2010-07-01
2008-05-16,0.1444,962,"NTN-F 010710",2010-07-01
2008-05-19,0.1426,965.37,"NTN-F 010710",2010-07-01
2008-05-20,0.1437,964.14,"NTN-F 010710",2010-07-01
2008-05-21,0.1436,964.81,"NTN-F 010710",2010-07-01
2008-05-23,0.1447,963.59,"NTN-F 010710",2010-07-01
2008-05-26,0.1449,963.79,"NTN-F 010710",2010-07-01
2008-05-27,0.1456,963.21,"NTN-F 010710",2010-07-01
2008-05-28,0.1465,962.32,"NTN-F 010710",2010-07-01
2008-05-29,0.1456,964.25,"NTN-F 010710",2010-07-01
2008-05-30,0.1434,968.21,"NTN-F 010710",2010-07-01
2008-06-02,0.1426,969.98,"NTN-F 010710",2010-07-01
2008-06-03,0.1439,968.46,"NTN-F 010710",2010-07-01
2008-06-04,0.1428,970.69,"NTN-F 010710",2010-07-01
2008-06-05,0.1431,970.74,"NTN-F 010710",2010-07-01
2008-06-06,0.145,968.3,"NTN-F 010710",2010-07-01
2008-06-09,0.1473,965.28,"NTN-F 010710",2010-07-01
2008-06-10,0.1496,962.29,"NTN-F 010710",2010-07-01
2008-06-11,0.1494,963.12,"NTN-F 010710",2010-07-01
2008-06-12,0.1495,963.5,"NTN-F 010710",2010-07-01
2008-06-13,0.1495,964.04,"NTN-F 010710",2010-07-01
2008-06-16,0.1504,963.21,"NTN-F 010710",2010-07-01
2008-06-18,0.1504,964.28,"NTN-F 010710",2010-07-01
2008-06-25,0.1495,968.31,"NTN-F 010710",2010-07-01
2008-06-30,0.1529,916.06,"NTN-F 010710",2010-07-01
2008-07-01,0.1541,914.81,"NTN-F 010710",2010-07-01
2008-07-02,0.1545,914.75,"NTN-F 010710",2010-07-01
2008-07-03,0.156,913.07,"NTN-F 010710",2010-07-01
2008-07-04,0.1566,912.73,"NTN-F 010710",2010-07-01
2008-07-07,0.1573,912.24,"NTN-F 010710",2010-07-01
2008-07-08,0.1562,914.36,"NTN-F 010710",2010-07-01
2008-07-09,0.1546,917.21,"NTN-F 010710",2010-07-01
2008-07-10,0.1546,917.74,"NTN-F 010710",2010-07-01
2008-07-11,0.1541,918.98,"NTN-F 010710",2010-07-01
2008-07-14,0.1538,919.94,"NTN-F 010710",2010-07-01
2008-07-15,0.1538,920.46,"NTN-F 010710",2010-07-01
2008-07-16,0.1519,923.74,"NTN-F 010710",2010-07-01
2008-07-17,0.1518,924.41,"NTN-F 010710",2010-07-01
2008-07-18,0.1508,926.38,"NTN-F 010710",2010-07-01
2008-07-21,0.1505,927.33,"NTN-F 010710",2010-07-01
2008-07-22,0.1518,925.96,"NTN-F 010710",2010-07-01
2008-07-23,0.1505,928.36,"NTN-F 010710",2010-07-01
2008-07-24,0.1487,931.48,"NTN-F 010710",2010-07-01
2008-07-25,0.1486,932.14,"NTN-F 010710",2010-07-01
2008-07-28,0.1476,934.1,"NTN-F 010710",2010-07-01
2008-07-29,0.1482,933.74,"NTN-F 010710",2010-07-01
2008-07-30,0.149,933.1,"NTN-F 010710",2010-07-01
2008-07-31,0.1481,934.91,"NTN-F 010710",2010-07-01
2008-08-01,0.1481,935.42,"NTN-F 010710",2010-07-01
2008-08-04,0.1467,937.95,"NTN-F 010710",2010-07-01
2008-08-05,0.1469,938.17,"NTN-F 010710",2010-07-01
2008-08-06,0.1456,940.55,"NTN-F 010710",2010-07-01
2008-08-07,0.1454,941.35,"NTN-F 010710",2010-07-01
2008-08-08,0.146,940.99,"NTN-F 010710",2010-07-01
2008-08-11,0.1457,941.93,"NTN-F 010710",2010-07-01
2008-08-12,0.1466,941.15,"NTN-F 010710",2010-07-01
2008-08-13,0.147,941.1,"NTN-F 010710",2010-07-01
2008-08-14,0.1473,941.18,"NTN-F 010710",2010-07-01
2008-08-15,0.1471,941.98,"NTN-F 010710",2010-07-01
2008-08-18,0.1462,943.77,"NTN-F 010710",2010-07-01
2008-08-19,0.1463,944.14,"NTN-F 010710",2010-07-01
2008-08-20,0.1453,946.06,"NTN-F 010710",2010-07-01
2008-08-21,0.1454,946.43,"NTN-F 010710",2010-07-01
2008-08-22,0.1457,946.52,"NTN-F 010710",2010-07-01
2008-08-25,0.1461,946.47,"NTN-F 010710",2010-07-01
2008-08-26,0.1466,946.28,"NTN-F 010710",2010-07-01
2008-08-27,0.1461,947.49,"NTN-F 010710",2010-07-01
2008-08-28,0.1463,947.72,"NTN-F 010710",2010-07-01
2008-08-29,0.1463,948.24,"NTN-F 010710",2010-07-01
2008-09-01,0.1458,949.45,"NTN-F 010710",2010-07-01
2008-09-02,0.1456,950.24,"NTN-F 010710",2010-07-01
2008-09-03,0.1458,950.47,"NTN-F 010710",2010-07-01
2008-09-04,0.146,950.71,"NTN-F 010710",2010-07-01
2008-09-05,0.1483,948.05,"NTN-F 010710",2010-07-01
2008-09-08,0.147,950.36,"NTN-F 010710",2010-07-01
2008-09-09,0.1475,950.19,"NTN-F 010710",2010-07-01
2008-09-10,0.1484,949.48,"NTN-F 010710",2010-07-01
2008-09-11,0.1468,952.19,"NTN-F 010710",2010-07-01
2008-09-12,0.1467,952.84,"NTN-F 010710",2010-07-01
2008-09-15,0.1466,953.5,"NTN-F 010710",2010-07-01
2008-09-16,0.1466,954.01,"NTN-F 010710",2010-07-01
2008-09-17,0.1469,954.12,"NTN-F 010710",2010-07-01
2008-09-18,0.1495,951.13,"NTN-F 010710",2010-07-01
2008-09-19,0.1484,953.13,"NTN-F 010710",2010-07-01
2008-09-22,0.1491,952.72,"NTN-F 010710",2010-07-01
2008-09-23,0.1489,953.51,"NTN-F 010710",2010-07-01
2008-09-24,0.1494,953.37,"NTN-F 010710",2010-07-01
2008-09-25,0.1493,954.03,"NTN-F 010710",2010-07-01
2008-09-26,0.1479,956.42,"NTN-F 010710",2010-07-01
2008-09-29,0.1471,958.02,"NTN-F 010710",2010-07-01
2008-09-30,0.1474,958.14,"NTN-F 010710",2010-07-01
2008-10-01,0.145,961.87,"NTN-F 010710",2010-07-01
2008-10-02,0.1435,964.39,"NTN-F 010710",2010-07-01
2008-10-03,0.1458,961.84,"NTN-F 010710",2010-07-01
2008-10-06,0.1456,962.62,"NTN-F 010710",2010-07-01
2008-10-07,0.1495,957.99,"NTN-F 010710",2010-07-01
2008-10-08,0.151,956.55,"NTN-F 010710",2010-07-01
2008-10-09,0.1514,956.56,"NTN-F 010710",2010-07-01
2008-10-10,0.1504,958.4,"NTN-F 010710",2010-07-01
2008-10-13,0.1522,956.59,"NTN-F 010710",2010-07-01
2008-10-14,0.1497,960.38,"NTN-F 010710",2010-07-01
2008-10-15,0.1502,960.26,"NTN-F 010710",2010-07-01
2008-10-16,0.1509,959.89,"NTN-F 010710",2010-07-01
